id,year,title,langname,gcode,area,langfamily,affiliation,longitude,latitude
inu.30000041127667,1993,Essential English-Somali dictionary / Awil Ali Hashi with Abdirahman A. Hashi.,Somali,soma1255,Africa,Afro-Asiatic,"Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Mainstream Lowland East Cushitic,Omo-Tana,Eastern Omo-Tana",45.152856,4.778704
mdp.39015058005235,1983,Essential English-Vietnamese dictionary = tư-điên anh-vuet / by Nguynen Đình Hòa ; with the assistance of Patricia Nguyen Thi My -Huong,Vietnamese,viet1252,Eurasia,Austroasiatic,"Austroasiatic,Vietic,Viet-Muong",105.774071,20.681188
inu.30000116441381,1965,"Essential Russian-English dictionary / B.G. Anpilogova, ... [et.al. ; English translations by V. Korotky ; edited by R. Dixon].",Russian,russ1263,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,East Slavic",50,59
uva.x001784011,1973,"Evefiala, or Ewe-English dictionary ; Gbesela yeye, or English-Ewe dictionary / Diedrich Westermann.",Ewe,ewee1241,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Gbe,Western Gbe,Eweic",0.814975,6.46061
uc2.ark+=13960=t4qj7nr7p,1900,"Everybody's Spanish dictionary : Spanish-English, English-Spanish = Diccionario Español para todo el mundo : Español-Inglés, Inglés-Español.",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
mdp.39015053154723,1974,"Everyday Lakota : an English-Sioux dictionary for beginners / general editor, Joseph S. Karol; assistant editor, Stephen L. Rozman.",Lakota,lako1247,North America,Siouan,"Siouan,Core Siouan,Mississippi Valley,Dakotan,Sioux",256.05,46.3699
nyp.33433000854830,1808,"Explanatory pronouncing dictionary of the French language, in French and English, ed. by Malcolm Campbell.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
inu.39000004509746,1906,Faclair gaidhlic is beurla le Eobhan Mac-Eachainn = Maceachen's Gaelic-English dictionary.,Scottish Gaelic,scot1245,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic",-5.24366,56.7574
uc1.l0088361365,2005,Far East everyday English-Chinese dictionary = Yuan dong chang yong Ying Han ci dian / bian ji zhe Yuan dong tu shu gong si bian shen wei yuan hui.,Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
inu.30000001229164,1979,Farhang-i Khayyām : Fārsī Inglīsī = Khayyam dictionary : Persian-English : dārāy-i 45000 vāzhah bā mutirādifāt va mushtaqqāt-i ṣaḥīḥ-i Inglīsī va ṭarīqah-i talaffuẓ va taʻyīn-i ikhtiṣārāt-i grāmirī ; shāmil-i lughāt-i ʻilmī- adabī-klāsī-fannī-tijārī- qaz̤āʼī / taʼlīf va tarjumah-ʼi Bīzhan Taraqqī.,Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
inu.30000044739641,1993,Farhang moaser : English-Persian dictionary / Mohammad Reza Bateni ; with the assistance of Fatemeh Azarmehr.,Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
uc1.32106001625562,1960,Fenn's Chinese-English pocket-dictionary.,Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
hvd.hn31ms,1903,"Fijian and English practical dictionary, with hand-book and grammar / by One amongst them.",Fijian,fiji1243,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,East Fijian",178.33,-18
mdp.39015052819888,1962,Finnish-English dictionary.,Finnish,finn1318,Eurasia,Uralic,"Uralic,Finnic,Coastal Finnic,Neva,North Finnic,Nuclear Finnish",25.5577,64.7628
inu.30000079248948,1998,Fiqi's Somali English dictionary / Abdirahman A. Hashi.,Somali,soma1255,Africa,Afro-Asiatic,"Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Mainstream Lowland East Cushitic,Omo-Tana,Eastern Omo-Tana",45.152856,4.778704
mdp.39015071640564,1885,"First French reading lessons: embracing the relation of French to English, and the world-formation in the French language. Intended to facilitate the acquirement of an extensive vocabulary, with grammatical, idiomatic, and general notes, and an abridged dictionary. By Alfred Hennequin ...",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
uiug.30112118019774,1934,"Fjalór Shqip-Inglisht dhe Inglisht-Shqip; Albanian-English and English-Albanian dictionary, by Nelo Drizari ... with a preface by Faik Konitza ...",Northern Tosk Albanian,tosk1239,Eurasia,Indo-European,"Indo-European,Albanian,Albanian-Tosk",20,41
nyp.33433070239144,1852,"Fleming and Tibbins -- abridged. A new and complete French and English and English and French dictionary, on the basis of the Royal dictionary English and French and French and English, with all the new words in general use ... by Professor Fleming ... [and] Professor Tibbins ... With complete tables of the verbs, on an entirely new plan ... by Charles Picot ... The whole prepared by J. Dobson ...",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015015931747,1902,"Flügel-Schmidt-Tanger, a dictionary of the English and German languages for home and schools ... With special reference to Dr. Felix Flügel's Universal English-German and German-English dictionary,_v.1",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
mdp.39015070567600,1914,"Flügel-Schmidt-Tanger : a dictionary of the English and German languages for home and school / with special reference to Dr. Felix Flügel's Universal English-German and German-English dictionary, ed. by Prof. Im. Schmidt ... and G. Tanger._pt.2",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
uc1.b5057464,1867,"Flügel's complete dictionary of the German and English languages. : adapted to the English student, with great additions and improvements, / by C. A. Feiling , A. Heimann and John Oxenford._v. 1",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
hvd.hn65yq,1843,Flügel's complete dictionary of the German and English languages : adapted to the English student with great additions and improvements / by C.A. Feiling and A. Heimann._v.1,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
umn.31951000446649d,1897,"Flugel-Schmidt-Tanger, a dictionary of the English and German languages = Flügel-Schmidt-Tanger, Wörterbuch der englischen und deutschen Sprache / compiled by F. Flügel, Im. Schmidt and G. Tanger._v.1",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
hvd.32044106312002,1843,Flugel's complete dictionary of the German and English languages._pt.1,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
loc.ark+=13960=t0cv5rn1t,1832,"Focaloir gaoidhilge-sags-bhearla; or, An Irish-English dictionary; whererof the Irish part hath been compiled not only from various Irish vocabularies, particularly that of Mr. Edward Lhuyd, but also from a great variety of the best Irish manuscripts now extant ... by J. O'Brien.",Irish,iris1253,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",-7.61509,53.2186
mdp.39076005142745,1927,"Foclóir Gaeḋilge agus Béarla. An Irish-English dictionary, being a thesaurus of the words, phrases and idioms of the modern Irish language. Compiled and edited by Rev. Patrick S. Dinneen.",Irish,iris1253,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",-7.61509,53.2186
hvd.hwnme9,1849,"Focloir gadoiḋilge-sacs-bearla, or An Irish-English dictionary, intended for the use of students and teachers of Irish.",Irish,iris1253,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",-7.61509,53.2186
nyp.33433081989307,1849,"Focloir guoidilge-sucs-beurlu, or, An Irish-English dictionary.",Irish,iris1253,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",-7.61509,53.2186
pst.000053719430,1965,"Follett world-wide dictionaries: French : French-English, English-French (American English) : with a traveler's conversation guide / compiled by Richard Switzer and Herbert S. Gochberg.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
inu.30000011396557,1962,"Follett world-wide dictionaries: German. German-English, English-German (American English) Compiled by Paul H. Glucksman; edited by Herbert Rodeck and T.C. Appelt. With a traveler's conversation guide, containing hundreds of expressions and items of information useful to tourists and students alike.",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
mdp.39076006801356,1966,"Follett world-wide Spanish dictionary. Spanish-English, English-Spanish (American English). Based on the 1964 rev. ed. of the Fucilla Spanish dictionary, by Joseph G. Fucilla. Revised by Ida Navarro Hinojosa. Edited by Richard J. Wiezell. With a traveler's conversation guide containing hundreds of expressions and items of information useful to tourists, students, and businessmen.",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
uiug.30112060873244,1908,Folshṭendiges English-Yudishes Ṿerterbukh ... = Complete English-Jewish dictionary. With the pronunciation of every word in Hebrew characters / By Alexander Harkavy.,Modern Hebrew,hebr1245,Eurasia,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Northwest Semitic,Canaanite,Hebrewic",35.0179,31.1056
mdp.39015086142083,1990,Formal-functional Cebuano-English dictionary with an English-Cebuano lexicon : and special articles : the Cebuanos ... / by Mimi B. Trosdal.,Cebuano,cebu1242,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Bisayan",124.367,8.38799
pst.000063981698,1960,French-English and English-French dictionary.,French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
uiug.30112088352577,1881,"French-English and English-French dictionary, comprising all the improvements of the latest London and Paris editions, with the pronunciation of each word, according to the dictionary of the Abbé Tardy / with a table of French verbs, etc.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015023969549,1962,Friends' English to Manipuri dictionary.,Manipuri,mani1292,Eurasia,Sino-Tibetan,"Sino-Tibetan,Kuki-Chin-Naga",93.3426,24.4409
uva.x001502826,1976,Friends' English to Manipuri dictionary / compiled by Shitaljit.,Manipuri,mani1292,Eurasia,Sino-Tibetan,"Sino-Tibetan,Kuki-Chin-Naga",93.3426,24.4409
mdp.39015008498761,1977,"Functional Tongan-English, English-Tongan dictionary / by Thomas Schneider.",Tonga,tong1325,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,Polynesian,Tongic",184.75,-21.17
osu.32435083704809,1949,Funk & Wagnalls English-Spanish conversational dictionary for travelers and students.,Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
uc1.31822005950183,1990,Furigana Ei-Wa jiten = Kenkyusha's furigana English-Japanese dictionary / Kenkyuūsha Jisho Henshūbu hen,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
mdp.39015068221392,1942,Fuzambo's comprehensive English-Japanese dictionary.,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
uva.x002574026,1994,Gade-English dictionary including English-Gade reference dictionary and summary of Gade grammar / Jan P. Sterk.,Gade,gade1242,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo",7.49869,8.71139
uva.x000274183,1973,Ga-English dictionary / by M. E. Kropp Dakubu.,Ga,gaaa1244,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Ga-Dangme",-0.18598,5.65488
mdp.39015053176965,1999,"Ga-English dictionary with English-Ga index / editor, M. E. Kropp Dakubu.",Ga,gaaa1244,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Ga-Dangme",-0.18598,5.65488
uc1.31822033706466,2004,Gaikokujin no tame no Rōma-ji Nihongo jiten = English-Japanese dictionary in Rōma-ji for all learners of Japanese / Shibata Masaaki hencho,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
mdp.39015024257415,1969,Gala's advanced dictionary: English-English-Gujarati. General editor: M. A. Mazumdar. Board of compilers--Chairman: L. R. Gala; members: P. H. Rathod [and others]. With a foreword by K. M. Munshi.,Gujarati,guja1252,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Gujarati-Rajasthani,Gujaratic",71.0962,22.687
mdp.39015053372523,2000,"Galician-English, English-Galician (gallego) concise dictionary : Northwestern Spain / Joe Vikin",Galician,gali1258,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance",-7.5343,42.2446
uva.x000847215,1981,Gambian Fula-English dictionary (Firdu dialect) / by David P. Gamble & Meri Ouma Baldeh.,Pulaar,pula1263,Africa,Atlantic-Congo,"Atlantic-Congo,North-Central Atlantic,Fula-Sereer,Fula",-13.4482,13.8694
uva.x002532556,1993,Gambian Wolof-English dictionary / by David P. Gamble.,Gambian Wolof,gamb1252,Africa,Atlantic-Congo,"Atlantic-Congo,North-Central Atlantic,Wolof-B K K,Wolofic",-16.1544,13.5337
mdp.39015015203220,1963,"Garzanti comprehensive Italian-English, English-Italian dictionary.",Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
mdp.39015052759316,2002,Gautam's up-to-date Nepali-English dictionary = Gautamako adyāvadhika Nepālī Aṅgrejī śabdakośa / compiled by Choodamani Gautam.,Nepali,nepa1254,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northernzone,Eastern Pahari",85,28
ien.35556023378839,1922,"Gbesela, or, English-Ewe dictionary.",Ewe,ewee1241,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Gbe,Western Gbe,Eweic",0.814975,6.46061
uc1.b4238022,1922,"Gbesela, or English-Ewe dictionary, by D. Westermann.",Ewe,ewee1241,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Gbe,Western Gbe,Eweic",0.814975,6.46061
uc1.$b133134,1952,Gedaged-English dictionary.,Gedaged,geda1237,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceaniclinkage,North New Guinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage,Bel-Roinji-Nenaya,Bel,Western Bel",145.781,-5.18175
hvd.32044004554705,1873,"Geiriadur cenhedlaethol, cymraeg a saesneg = A national dictionary of the Welsh language, with English and Welsh equivalents / by W. Owen Pughe._v.2   E-Y",Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
uc1.b000540803,1914,Geiriadur cymraeg a saesneg = Spurrell's Welsh-English dictionary / edited by J. Bodvan Anwyl ; with a preface by Sir Edward Anwyl.,Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
iau.31858026237093,1889,Geiriadur Cymraeg Seisoneg: a dictionary of Welsh lanugage with English synonyms and explanations.,Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
inu.30000112051275,1798,"Geiriadur saesneg a chymraeg. An English and Welsh dictionary, in which the English words, and sometimes the English idioms and phraseology are accompanied by those which synonomise or correspond with them in the Welsh language.  The whole carefully comp. from the best sources and materials ... By William Richards.",Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
hvd.hwsjhw,1826,Geiriadur Saesonaeg a Chymraeg; an English and Welsh dictionary.,Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
hvd.hn2cbl,1800,Geiriadur saesoneg a chymraeg. An English and Welsh dictionary; in which the English words with many of the English phrases are explained by those which synonymise or correspond with them in the Welsh language. Comp. from the best sources and materials by Thomas Jones ...,Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
